昆明名天无纺布制造有限公司,100万元人民币,云南省昆明市官渡区金福地花园1幢408号
寒亭区忠信无纺布厂,-,寒亭区忠信无纺布厂
吴江市特新无纺布厂,50万元人民币,吴江市特新无纺布厂
潍坊市寒亭区双利无纺布厂,-,潍坊市寒亭区双利无纺布厂
武汉河西无纺布有限公司,50万元人民币,江岸区后湖乡新益村特1号
湖北省荆州无纺布厂,-,湖北省荆州无纺布厂
任丘市兴盛纤维无纺布厂,30万元人民币,任丘市兴盛纤维无纺布厂
邳州市昌平无纺布厂,50万元人民币,邳州市昌平无纺布厂
江阴市华士永光无纺布厂,30万元人民币,江阴市华士永光无纺布厂
苍南县兴隆无纺布有限公司,100万元人民币,苍南县龙港镇云岩瑞岩村8号-1
苏州绿地环保无纺布有限公司,500万元人民币,常熟市东南开发区新安江路11-1号1幢
仙桃汤台无纺布制品有限公司,10万元人民币,仙桃市沙湖镇汤台村25号
重庆奥欣无纺布有限公司,2000万元人民币,重庆市经开区丹龙路1号A幢2单元901号
广州多琳凯无纺布制品有限公司,50万元人民币,广州市白云区太和镇园夏大道西B9号之二
常熟市万兴纺粘无纺布业有限公司,320万元人民币,常熟市梅李镇银塘村
亿安（厦门）无纺布有限公司,468万港元,厦门市集美区杏林湾路466号1611单元之二
常州市戚墅堰鑫源无纺布厂,50万元人民币,常州市戚墅堰鑫源无纺布厂
湖北安心无纺布制品有限公司,300万元人民币,仙桃市工业园区湖北中融达医疗器械工业园6号车间
扬中市星辉无纺布有限公司,20万元人民币,镇江市扬中市新坝镇新坝东路1号
东莞市三兴无纺布有限公司,50万元人民币,东莞市沙田镇大泥村穗盛小组
苍南县荣誉无纺布袋厂,-,苍南县荣誉无纺布袋厂
广州单一无纺布制袋有限公司,10万元人民币,广州市花都区新雅街邦盛一路自编9号之一(可作厂房使用)
苍南县钱库奔腾无纺布商行,-,苍南县钱库奔腾无纺布商行
广州从化祥盛无纺布有限公司,50万元人民币,广州市从化区城郊街横江路62号二楼
盐城市悦诚新材料股份有限公司,800万元人民币,盐城市亭湖区新业路20号2幢
瑞安市瑞丽无纺布袋厂,-,瑞安市瑞丽无纺布袋厂
温州市瓯海小岳无纺布厂,100万元人民币,温州市瓯海三垟园底三茶路338号
仙桃市富泰无纺布制品有限公司,100万元人民币,仙桃市沙湖镇彭坮村一组66号
新乐市腾达无纺布制品有限公司,50万元人民币,新乐市木村乡木村
温州五旬节无纺布有限公司,300万元人民币,浙江省温州市文成县百丈漈镇华源路9号车间1、车间2二三楼
台州市路桥区无纺布厂,5万元人民币,台州市路桥区无纺布厂
东莞市时唯无纺布有限公司,10万元人民币,广东省东莞市大朗镇洋东街42号1栋201室
渭南市晨诺无纺布厂,-,渭南市晨诺无纺布厂
寒亭区昊源无纺布材料厂,-,寒亭区昊源无纺布材料厂
仙桃市双星无纺布制品有限公司,50万元人民币,仙桃市彭场镇振兴路86号
义乌市鑫铨无纺布有限公司,500万元人民币,浙江省义乌市廿三里街道后义村228号1楼(自主申报)
漯河领航人无纺布制品有限公司,50万元人民币,漯河市源汇区长江路100号
张家港盛德无纺布有限公司,560万美元,张家港盛德无纺布有限公司
淄博鑫恒无纺布有限公司,100万元人民币,山东省淄博市周村区恒星路177号院内一楼
平阳县旗盛无纺布袋厂,-,平阳县旗盛无纺布袋厂
鄢陵林艺无纺布有限公司,10万元人民币,鄢陵县金汇区箱包工业园区生产一区18栋1-2层
江门市新会区美力赛无纺布纤维制品有限公司,500万元人民币,江门市新会区会城三联开发区
普杰无纺布（中国）有限公司,6550万美元,苏州工业园区苏虹东路21号
莘县兴农无纺布有限公司,200万元人民币,山东省聊城市莘县东鲁街道办事处创业街4号
常熟市惠成无纺布业有限公司,68万元人民币,常熟市虞山镇谢桥勤丰村
沧州市融亿达无纺布有限公司,1000万元人民币,沧州市开发区北海路8号
连云港钰晟无纺布制品有限公司,2200万元人民币,连云港市东海县经济开发区北区顺泰路9-3号
扬州博达无纺布有限公司,500万元人民币,扬州(仪征)汽车工业园宝昌路10号
广东景慕无纺布科技有限公司,500万元人民币,佛山市南海区狮山镇小塘洞边小小路工业区自编24号厂房之一(住所申报)
永城市三鑫无纺布有限公司,200万元人民币,永城市酇城镇姑庵村
上海泛新无纺布制品有限公司,50万元人民币,嘉定区宝安公路2889号2幢A3663室
上海硕特无纺布有限公司,1000万元人民币,上海市金山区枫泾镇工业区亭枫公路8399号
浙江大洲无纺布有限公司制袋车间,-,浙江省温州市苍南县龙港镇新斗门村563号
张家港保税区峰之源无纺布制品有限公司,100万元人民币,张家港保税区纺织原料市场222H室
邹平福地无纺布有限公司,600万元人民币,山东省滨州市邹平县临池镇东台村
石家庄金正无纺布有限公司,50万元人民币,石家庄金正无纺布有限公司
佛山市天稳利成无纺布有限公司,500万元人民币,佛山市南海区西樵镇显岗林茂园工业区3号(住所申报)
义乌舞印无纺布有限公司,100万元人民币,浙江省义乌市苏溪镇义北工业园区(义乌市稠城赛特彩印厂内2幢1楼)(自主申报)
沙市无纺布加工制造厂,-,沙市无纺布加工制造厂
清远市标典无纺布科技有限公司,500万元人民币,佛冈县汤塘镇联和经济联合社花山村聚宝工业园A区聚宝路
青岛聚福源无纺布有限公司,2万元人民币,青岛市即墨市华山一路188号
苏州亿盈无纺布有限公司,100万元人民币,苏州市吴中区临湖镇渡村开发区采莲村
泉州市润洁无纺布科技有限公司,300万元人民币,福建省泉州市洛江区万安万虹路和昌食品公司内
佛山市天诚无纺布有限公司,300万元人民币,佛山市南海区桂城三山大道侧禾仰工业区厂房
义乌市青浩无纺布有限公司,100万元人民币,浙江省义乌市廿三里街道石柱下30幢2单元1楼(自主申报)
嘉兴市美中美无纺布有限公司,10万元人民币,嘉兴市新丰镇工业园区乍王公路北侧1幢-1
任丘市日顺无纺布厂,-,任丘市日顺无纺布厂
仙桃市洋洁无纺布制品有限责任公司,50万元人民币,湖北省仙桃市龙华山办事处杜台社区六组96号
台州市路桥文来无纺布厂,-,台州市路桥文来无纺布厂
开封市鼎成无纺布有限公司,520万元人民币,河南省开封市尉氏县邢庄乡郭新庄村一组
苍南县鸿泰无纺布厂,-,苍南县鸿泰无纺布厂
温州恒荣无纺布有限公司,300万元人民币,瑞安市塘下镇陈宅旺工业区
义乌市泰宇无纺布厂,-,义乌市泰宇无纺布厂
湖北华康无纺布防护品制造有限公司,1000万元人民币,广水市马坪镇严舒村
镇江龙斌无纺布有限公司,2000万元人民币,镇江市扬中市西来桥镇三新村6号
平阳县卓成无纺布制品厂,-,平阳县卓成无纺布制品厂
宏俊無紡布（香港）有限公司,-,宏俊無紡布（香港）有限公司
苍南县雅恩无纺布袋有限公司,50万元人民币,苍南县龙港镇龙金大道仪邦工业园区5幢9号
新乐市红锦无纺布销售处,-,新乐市红锦无纺布销售处
锡山区坚固无纺布厂,2万元人民币,锡山区坚固无纺布厂
江阴市宏盛无纺布有限公司,50万元人民币,江阴市华士镇陆南村川房基10号
温州悠柔无纺布制品有限公司,100万元人民币,浙江省乐清市北白象镇万茗村
寒亭区汇鑫无纺布厂,-,寒亭区汇鑫无纺布厂
商河县聚鑫源无纺布加工部,-,商河县聚鑫源无纺布加工部
佛山市申得美无纺布有限公司,10万元人民币,佛山市南海区九江镇沙头南金康泰南路家纺工业城二期2号(住所申报)
广东二次方无纺布制品有限公司,500万元人民币,佛山市南海区里水镇邓岗南隅村工业二路18号6楼之一(住所申报)
安新县京典无纺布厂,-,安新县京典无纺布厂
邳州市常禄无纺布厂,70万元人民币,邳州市常禄无纺布厂
盘锦龙润无纺布有限公司,40万元人民币,大洼县东风镇马家村
盂县清城无纺布制品有限公司,1000万元人民币,阳泉盂县路家村镇清城村
桂智无纺布（广州）科技有限公司,100万元人民币,广州市白云区三元里街道云城西路888号3102房(自主申报)
无锡华洁无纺布制品有限公司,450万元人民币,无锡市新吴区梅村金城东路493号
海门澳海针刺无纺布有限公司,14.9972万美元,江苏省海门市德胜镇坝西路16号(贤高村)
义乌市超阳无纺布厂,-,义乌市超阳无纺布厂
河北宁淮无纺布有限公司,300万元人民币,河北省邢台市宁晋县大曹庄乡中镇村村南
临沂欧德无纺布有限公司,500万元人民币,山东省临沂市蒙阴县垛庄界牌昌盛路1号
大连盛龙无纺布有限公司,300万元人民币,辽宁省大连旅顺经济开发区海辉街34-1号1层
绍兴万皇美无纺布有限公司,100万元人民币,绍兴市柯桥区柯岩街道叶家堰村
常熟市旭盛无纺布厂（普通合伙）,50万元人民币,常熟市旭盛无纺布厂（普通合伙）
韶山市舞龙无纺布制品厂,-,韶山市舞龙无纺布制品厂
辛集市天艺无纺布厂,-,辛集市天艺无纺布厂
镇江长易无纺布有限公司,800万元人民币,镇江市扬中市八桥镇永兴村东6号
郑州友邦无纺布有限公司,500万元人民币,新密市苟堂镇张寨村
义乌市荣隆无纺布商行,-,义乌市荣隆无纺布商行
潍坊市寒亭区寿昌无纺布厂,-,潍坊市寒亭区寿昌无纺布厂
重庆鑫佰瀚无纺布有限公司,1000万元人民币,重庆鑫佰瀚无纺布有限公司
广州熙贺无纺布袋有限公司,100万元人民币,广州市白云区均禾街罗岗加石南路34号5楼502房(自主申报)
浙江天纶无纺布有限公司,5680万元人民币,浙江丽水市水阁工业园区金亭路6号
潍坊九香无纺布厂,-,潍坊九香无纺布厂
海门市文汐无纺布厂,5万元人民币,海门市文汐无纺布厂
上海念羽无纺布制品有限公司,300万元人民币,上海市松江区新桥镇金都西路899号5幢2楼
雄县苟各庄镇兴盛无纺布厂,-,雄县苟各庄镇兴盛无纺布厂
井陉矿区荣帆无纺布经销部,-,井陉矿区荣帆无纺布经销部
扬州洁奥无纺布有限公司,200万元人民币,扬州信息产业服务基地内2号楼1层
郑州豫力新材料科技有限公司,8680万元人民币,郑州豫力新材料科技有限公司
滦南县秋实无纺布织造有限公司,300万元人民币,滦南县胡各庄纺织园区(胡各庄镇政府西侧)
安新县鑫丰无纺布厂,-,安新县鑫丰无纺布厂
长垣县张池无纺布经销部,-,长垣县张池无纺布经销部
玉田县乐合无纺布有限公司,100万元人民币,河北省唐山市玉田县散水头镇青庄坞村
高阳县三合无纺布厂,-,高阳县三合无纺布厂
东莞市朝辉无纺布有限公司,50万元人民币,广东省东莞市东城街道温周路50号
珠海聚美无纺布有限公司,2300万元人民币,珠海市香洲区南屏洪湾商贸物流中心香工路4号3栋A区
广州雅南无纺布制品有限公司,50万元人民币,广州市花都区花东镇金田工业区永光路9号金田微观智库产业园D栋一楼101房
东莞市烁宇无纺布有限公司,50万元人民币,东莞市虎门镇虎门富民布料市场10排33-34号
邹城市凯之信无纺布制品有限公司,8万元人民币,山东省济宁市邹城市康恒路西首路北
安新县高帆无纺布厂,-,安新县高帆无纺布厂
邵东市亿美康无纺布制品有限公司,200万元人民币,湖南省邵阳市邵东市两市塘街道龙腾工业园E1栋506-507号
裕景無紡布製品有限公司,-,裕景無紡布製品有限公司
寒亭区人和无纺布厂,-,寒亭区人和无纺布厂
合肥峰诚无纺布制品厂,-,合肥峰诚无纺布制品厂
晋州元晶无纺布制品有限公司,200万元人民币,河北省石家庄市晋州市桃园镇前里明甫村村南
山东旭辉无纺布制品有限公司,1000万元人民币,临沂市经济技术开发区高效集约示范园
临海市恒泰无纺布有限公司,300万元人民币,浙江省台州市临海市沿江镇黄土山村
温岭市兴康无纺布制品有限公司,100万元人民币,浙江省台州市温岭市泽国镇八份村(经济合作社拆后利用1号厂房六楼)
温县梦兴无纺布厂,-,温县梦兴无纺布厂
鞍山东联无纺布有限公司,50万元人民币,鞍山东联无纺布有限公司
广州市锦汉无纺布有限公司,100万元人民币,广州市增城区永宁街塔岗村塔岗工业区
泰州市金盛无纺布厂,50万元人民币,泰州市金盛无纺布厂
高阳县殿友无纺布厂,-,高阳县殿友无纺布厂
沧州五强无纺布有限公司,50万元人民币,河北省沧州市东光县南霞口镇东街村
常熟市高新无纺布厂,50万元人民币,常熟市高新无纺布厂
湖南洁宝无纺布新材料有限责任公司,400万元人民币,湖南洁宝无纺布新材料有限责任公司
江阴澄杨无纺布有限公司,80万元人民币,江阴市华士镇海达路78号
山东合众无纺布制品有限公司,300万元人民币,山东省临沂市兰山区义堂镇大芝房村
盘山禹城无纺布厂,-,盘山禹城无纺布厂
